time	total_energy	polar_energy
1205	-0.12780999999999976	2.870652
1206	-0.1713375311999998	2.296886
1207	-0.14954800000000024	3.151826
1208	-0.1172200000000001	3.41727
1209	-0.7886088912000001	6.148594
1210	-0.8181198272000002	5.554536
1211	-0.5090004816000009	6.176448
1212	-0.9838555120000005	4.909958
1213	-0.5774155591999999	5.430932
1214	-1.3711822511999994	6.151486
1215	-2.6821220503999985	7.496336
1216	-0.12592199999999965	3.491228
1217	-0.17618800000000068	5.253886
1218	-0.17588399999999993	4.380918
1219	-0.8365136695999998	9.111276
1220	-0.4422086383999996	7.16989
1221	-0.6923097680000003	8.978502
1222	-0.39218912960000035	7.49003
1223	-0.3832984015999997	6.80366
1224	-0.16493000000000002	6.03245
1225	-0.551471944	6.967702
1226	-0.5365609264000006	8.445372
1227	-1.0537840552	9.046402
1228	-0.23554094559999977	6.23294
1229	-0.25805728159999974	5.260746
1230	-0.1422962840000001	4.124998
1231	-0.3516438639999995	6.512654
1232	-0.134614	5.156352
1233	-0.44377508320000025	7.04688
1234	-0.2916599399999995	6.294948
1235	-0.7479849135999992	9.038452
1236	-0.5859339167999997	4.289206
1237	-0.5863015144000001	1.382958
1238	-0.24095268640000003	-0.875484
1239	-0.3917338688	0.300604
1240	-0.31030702479999983	1.926866
1241	-0.28428752399999996	0.609422
1242	-0.07948300159999983	-2.341636
1243	-0.090368	0.163524
1244	-0.09855665920000006	-0.768016
1245	-0.2421818847999999	-1.642132
1246	-0.15479026719999991	-1.545794
1247	-0.2551835208000002	0.911194
1248	-0.05559599999999998	-1.302934
1249	-0.06955	-1.688692
1250	-0.12278	-0.856186
1251	-0.08443400000000034	2.00738
1252	-0.45572206559999995	-0.382012
1253	-0.20922400799999996	-0.820318
1254	-0.8508439168000002	2.517196
1255	-0.24473704240000005	1.234602
1256	-0.24197977759999983	-2.644398
1257	-0.2312383479999998	3.359748
1258	-0.3314499408	-0.424498
1259	-0.4784269575999998	-1.462238
1260	-0.18549197119999988	-2.352178
1261	-0.11863312719999997	-0.298766
1262	-0.16786699520000004	-0.34655
1263	-0.1332888088	-0.70212
1264	-0.24887743199999995	-0.572376
1265	-0.15901859680000005	-1.623332
1266	-0.5894915367999997	2.237642
1267	-0.2162384112000001	1.972458
1268	-0.13468806159999983	-3.975222
1269	-0.12618599999999996	0.460146
1270	-0.20749289120000025	2.051146
1271	-0.3530340624000002	2.226638
1272	-0.140383272	-0.48378
1273	-0.17618669040000004	0.976534
1274	-0.38935699999999995	1.223894
1275	-0.1348020456	0.56516
1276	-0.35590008799999995	-1.51534
1277	-0.2554021624	0.311096
1278	-0.1095203632	-0.023282
1279	-0.5359198288	-0.190434
1280	-0.16017888640000003	-0.445632
1281	-0.28777891840000003	-0.81752
1282	-0.11889405359999998	-0.363498
1283	-0.29952374159999995	0.623762
1284	-0.15900760479999998	-0.737188
1285	-0.15892399999999984	3.262008
1286	-0.46432211840000015	-1.572734
1287	-0.5668100240000002	8.201372
1288	-0.18087407359999993	-0.423606
1289	-0.22091367680000007	-2.063572
1290	-0.20186410319999998	-0.345592
1291	-0.2148295183999992	5.525546
1292	-0.12502599999999997	0.50092
1293	-0.04729491919999887	-4.592546
1294	-0.20579197199999996	-0.374982
1295	-0.16325529119999982	1.198932
1296	-0.10961599999999949	2.441676
1297	-0.2665232160000001	0.943776
1298	-0.19524933200000003	0.225332
1299	-0.34642877839999975	1.68144
1300	-0.36447285360000015	1.987604
1301	-0.18931777200000005	0.637336
1302	-0.24779184479999997	-0.501262
1303	-0.18416056719999999	0.480364
1304	-0.4390347575999998	1.404454
1305	-0.6332606216000002	3.5898
1306	-0.10507	-0.83718
1307	-0.1470880000000001	1.81009
1308	-0.4086842288000002	5.392614
